Job,Level,Nationality,Gender,Version,Similarity_Score,Filename,JD_Filename
MKT,SR,IT,F,V2,0.6248,MKT_SR_IT_F_V2.txt,JD_MKT_SR.txt
MKT,SR,IT,F,V3,0.5354,MKT_SR_IT_F_V3.txt,JD_MKT_SR.txt
MKT,SR,IT,M,V1,0.7619,MKT_SR_IT_M_V1.txt,JD_MKT_SR.txt
MKT,SR,IT,M,V2,0.6324,MKT_SR_IT_M_V2.txt,JD_MKT_SR.txt
MKT,SR,IT,M,V3,0.5407,MKT_SR_IT_M_V3.txt,JD_MKT_SR.txt
MKT,SR,MO,F,V1,0.7565,MKT_SR_MO_F_V1.txt,JD_MKT_SR.txt
MKT,SR,MO,F,V2,0.6261,MKT_SR_MO_F_V2.txt,JD_MKT_SR.txt
MKT,SR,MO,F,V3,0.5312,MKT_SR_MO_F_V3.txt,JD_MKT_SR.txt
MKT,SR,MO,M,V1,0.7607,MKT_SR_MO_M_V1.txt,JD_MKT_SR.txt
MKT,SR,MO,M,V2,0.6327,MKT_SR_MO_M_V2.txt,JD_MKT_SR.txt
MKT,SR,MO,M,V3,0.5358,MKT_SR_MO_M_V3.txt,JD_MKT_SR.txt
PM,JR,AL,F,V1,0.7296,PM_JR_AL_F_V1.txt,JD_PM_JR.txt
PM,JR,AL,F,V2,0.7107,PM_JR_AL_F_V2.txt,JD_PM_JR.txt
PM,JR,AL,F,V3,0.6287,PM_JR_AL_F_V3.txt,JD_PM_JR.txt
PM,JR,AL,M,V1,0.7368,PM_JR_AL_M_V1.txt,JD_PM_JR.txt
PM,JR,AL,M,V2,0.7195,PM_JR_AL_M_V2.txt,JD_PM_JR.txt
PM,JR,AL,M,V3,0.6344,PM_JR_AL_M_V3.txt,JD_PM_JR.txt
PM,JR,BR,F,V1,0.7346,PM_JR_BR_F_V1.txt,JD_PM_JR.txt
PM,JR,BR,F,V2,0.7045,PM_JR_BR_F_V2.txt,JD_PM_JR.txt
PM,JR,BR,F,V3,0.6416,PM_JR_BR_F_V3.txt,JD_PM_JR.txt
PM,JR,BR,M,V1,0.7456,PM_JR_BR_M_V1.txt,JD_PM_JR.txt
PM,JR,BR,M,V2,0.7163,PM_JR_BR_M_V2.txt,JD_PM_JR.txt
PM,JR,BR,M,V3,0.6492,PM_JR_BR_M_V3.txt,JD_PM_JR.txt
PM,JR,IT,F,V1,0.693,PM_JR_IT_F_V1.txt,JD_PM_JR.txt
PM,JR,IT,F,V2,0.6887,PM_JR_IT_F_V2.txt,JD_PM_JR.txt
PM,JR,IT,F,V3,0.6138,PM_JR_IT_F_V3.txt,JD_PM_JR.txt
PM,JR,IT,M,V1,0.7,PM_JR_IT_M_V1.txt,JD_PM_JR.txt
PM,JR,IT,M,V2,0.6978,PM_JR_IT_M_V2.txt,JD_PM_JR.txt
PM,JR,IT,M,V3,0.6189,PM_JR_IT_M_V3.txt,JD_PM_JR.txt
PM,JR,MO,F,V1,0.7087,PM_JR_MO_F_V1.txt,JD_PM_JR.txt
PM,JR,MO,F,V2,0.6988,PM_JR_MO_F_V2.txt,JD_PM_JR.txt
PM,JR,MO,F,V3,0.6143,PM_JR_MO_F_V3.txt,JD_PM_JR.txt
PM,JR,MO,M,V1,0.7143,PM_JR_MO_M_V1.txt,JD_PM_JR.txt
PM,JR,MO,M,V2,0.7063,PM_JR_MO_M_V2.txt,JD_PM_JR.txt
PM,JR,MO,M,V3,0.6189,PM_JR_MO_M_V3.txt,JD_PM_JR.txt
PM,MGR,AL,F,V1,0.6341,PM_MGR_AL_F_V1.txt,JD_PM_MGR.txt
PM,MGR,AL,F,V2,0.606,PM_MGR_AL_F_V2.txt,JD_PM_MGR.txt
PM,MGR,AL,F,V3,0.4818,PM_MGR_AL_F_V3.txt,JD_PM_MGR.txt
PM,MGR,AL,M,V1,0.6361,PM_MGR_AL_M_V1.txt,JD_PM_MGR.txt
PM,MGR,AL,M,V2,0.6118,PM_MGR_AL_M_V2.txt,JD_PM_MGR.txt
PM,MGR,AL,M,V3,0.4827,PM_MGR_AL_M_V3.txt,JD_PM_MGR.txt
PM,MGR,BR,F,V1,0.6293,PM_MGR_BR_F_V1.txt,JD_PM_MGR.txt
PM,MGR,BR,F,V2,0.6101,PM_MGR_BR_F_V2.txt,JD_PM_MGR.txt
PM,MGR,BR,F,V3,0.4848,PM_MGR_BR_F_V3.txt,JD_PM_MGR.txt
PM,MGR,BR,M,V1,0.6319,PM_MGR_BR_M_V1.txt,JD_PM_MGR.txt
PM,MGR,BR,M,V2,0.6191,PM_MGR_BR_M_V2.txt,JD_PM_MGR.txt
PM,MGR,BR,M,V3,0.4864,PM_MGR_BR_M_V3.txt,JD_PM_MGR.txt
PM,MGR,IT,F,V1,0.6106,PM_MGR_IT_F_V1.txt,JD_PM_MGR.txt
PM,MGR,IT,F,V2,0.5838,PM_MGR_IT_F_V2.txt,JD_PM_MGR.txt
PM,MGR,IT,F,V3,0.4794,PM_MGR_IT_F_V3.txt,JD_PM_MGR.txt
PM,MGR,IT,M,V1,0.6119,PM_MGR_IT_M_V1.txt,JD_PM_MGR.txt
PM,MGR,IT,M,V2,0.5893,PM_MGR_IT_M_V2.txt,JD_PM_MGR.txt
PM,MGR,IT,M,V3,0.4802,PM_MGR_IT_M_V3.txt,JD_PM_MGR.txt
PM,MGR,MO,F,V1,0.6165,PM_MGR_MO_F_V1.txt,JD_PM_MGR.txt
PM,MGR,MO,F,V2,0.5982,PM_MGR_MO_F_V2.txt,JD_PM_MGR.txt
PM,MGR,MO,F,V3,0.4748,PM_MGR_MO_F_V3.txt,JD_PM_MGR.txt
PM,MGR,MO,M,V1,0.6181,PM_MGR_MO_M_V1.txt,JD_PM_MGR.txt
PM,MGR,MO,M,V2,0.6035,PM_MGR_MO_M_V2.txt,JD_PM_MGR.txt
PM,MGR,MO,M,V3,0.4758,PM_MGR_MO_M_V3.txt,JD_PM_MGR.txt
PM,MID,AL,F,V1,0.6343,PM_MID_AL_F_V1.txt,JD_PM_MID.txt
PM,MID,AL,F,V2,0.5174,PM_MID_AL_F_V2.txt,JD_PM_MID.txt
PM,MID,AL,F,V3,0.5531,PM_MID_AL_F_V3.txt,JD_PM_MID.txt
PM,MID,AL,M,V1,0.6388,PM_MID_AL_M_V1.txt,JD_PM_MID.txt
PM,MID,AL,M,V2,0.5198,PM_MID_AL_M_V2.txt,JD_PM_MID.txt
PM,MID,AL,M,V3,0.5547,PM_MID_AL_M_V3.txt,JD_PM_MID.txt
PM,MID,BR,F,V1,0.6482,PM_MID_BR_F_V1.txt,JD_PM_MID.txt
PM,MID,BR,F,V2,0.5312,PM_MID_BR_F_V2.txt,JD_PM_MID.txt
PM,MID,BR,F,V3,0.561,PM_MID_BR_F_V3.txt,JD_PM_MID.txt
PM,MID,BR,M,V1,0.6552,PM_MID_BR_M_V1.txt,JD_PM_MID.txt
PM,MID,BR,M,V2,0.5352,PM_MID_BR_M_V2.txt,JD_PM_MID.txt
PM,MID,BR,M,V3,0.5641,PM_MID_BR_M_V3.txt,JD_PM_MID.txt
PM,MID,IT,F,V1,0.6064,PM_MID_IT_F_V1.txt,JD_PM_MID.txt
PM,MID,IT,F,V2,0.5077,PM_MID_IT_F_V2.txt,JD_PM_MID.txt
PM,MID,IT,F,V3,0.5538,PM_MID_IT_F_V3.txt,JD_PM_MID.txt
PM,MID,IT,M,V1,0.6097,PM_MID_IT_M_V1.txt,JD_PM_MID.txt
PM,MID,IT,M,V2,0.5099,PM_MID_IT_M_V2.txt,JD_PM_MID.txt
PM,MID,IT,M,V3,0.556,PM_MID_IT_M_V3.txt,JD_PM_MID.txt
PM,MID,MO,F,V1,0.6225,PM_MID_MO_F_V1.txt,JD_PM_MID.txt
PM,MID,MO,F,V2,0.5189,PM_MID_MO_F_V2.txt,JD_PM_MID.txt
PM,MID,MO,F,V3,0.5509,PM_MID_MO_F_V3.txt,JD_PM_MID.txt
PM,MID,MO,M,V1,0.6258,PM_MID_MO_M_V1.txt,JD_PM_MID.txt
PM,MID,MO,M,V2,0.5213,PM_MID_MO_M_V2.txt,JD_PM_MID.txt
PM,MID,MO,M,V3,0.553,PM_MID_MO_M_V3.txt,JD_PM_MID.txt
PM,SR,AL,F,V1,0.6819,PM_SR_AL_F_V1.txt,JD_PM_SR.txt
PM,SR,AL,F,V2,0.6619,PM_SR_AL_F_V2.txt,JD_PM_SR.txt
PM,SR,AL,F,V3,0.596,PM_SR_AL_F_V3.txt,JD_PM_SR.txt
PM,SR,AL,M,V1,0.6861,PM_SR_AL_M_V1.txt,JD_PM_SR.txt
PM,SR,AL,M,V2,0.6729,PM_SR_AL_M_V2.txt,JD_PM_SR.txt
PM,SR,AL,M,V3,0.6001,PM_SR_AL_M_V3.txt,JD_PM_SR.txt
PM,SR,BR,F,V1,0.6976,PM_SR_BR_F_V1.txt,JD_PM_SR.txt
PM,SR,BR,F,V2,0.6647,PM_SR_BR_F_V2.txt,JD_PM_SR.txt
PM,SR,BR,F,V3,0.6121,PM_SR_BR_F_V3.txt,JD_PM_SR.txt
PM,SR,BR,M,V1,0.7037,PM_SR_BR_M_V1.txt,JD_PM_SR.txt
PM,SR,BR,M,V2,0.6791,PM_SR_BR_M_V2.txt,JD_PM_SR.txt
PM,SR,BR,M,V3,0.6176,PM_SR_BR_M_V3.txt,JD_PM_SR.txt
PM,SR,IT,F,V1,0.6648,PM_SR_IT_F_V1.txt,JD_PM_SR.txt
PM,SR,IT,F,V2,0.6377,PM_SR_IT_F_V2.txt,JD_PM_SR.txt
PM,SR,IT,F,V3,0.5995,PM_SR_IT_F_V3.txt,JD_PM_SR.txt
PM,SR,IT,M,V1,0.669,PM_SR_IT_M_V1.txt,JD_PM_SR.txt
PM,SR,IT,M,V2,0.6478,PM_SR_IT_M_V2.txt,JD_PM_SR.txt
PM,SR,IT,M,V3,0.6035,PM_SR_IT_M_V3.txt,JD_PM_SR.txt
PM,SR,MO,F,V1,0.677,PM_SR_MO_F_V1.txt,JD_PM_SR.txt
PM,SR,MO,F,V2,0.652,PM_SR_MO_F_V2.txt,JD_PM_SR.txt
PM,SR,MO,F,V3,0.591,PM_SR_MO_F_V3.txt,JD_PM_SR.txt
PM,SR,MO,M,V1,0.6803,PM_SR_MO_M_V1.txt,JD_PM_SR.txt
PM,SR,MO,M,V2,0.6623,PM_SR_MO_M_V2.txt,JD_PM_SR.txt
PM,SR,MO,M,V3,0.5947,PM_SR_MO_M_V3.txt,JD_PM_SR.txt
